ConfigID;Seleccion;Crossover;Mutacion;Supervivencia;PopSize;MaxGen;Run;BestFitness;TimeMS
Tournament_Size_1+PartiallyMappedCrossover+SwapMutation+SteadyStateSurvivorSelection+P200;Tournament_Size_1;PartiallyMappedCrossover;SwapMutation;SteadyStateSurvivorSelection;200;2000;3;0,75;18
Tournament_Size_1+PartiallyMappedCrossover+SwapMutation+SteadyStateSurvivorSelection+P200;Tournament_Size_1;PartiallyMappedCrossover;SwapMutation;SteadyStateSurvivorSelection;200;2000;4;1,05;12
Tournament_Size_1+PartiallyMappedCrossover+ReversalMutation+FullGenReplacement+P200;Tournament_Size_1;PartiallyMappedCrossover;ReversalMutation;FullGenReplacement;200;2000;1;0,45;11
Tournament_Size_1+PartiallyMappedCrossover+ReversalMutation+FullGenReplacement+P200;Tournament_Size_1;PartiallyMappedCrossover;ReversalMutation;FullGenReplacement;200;2000;2;0,73;6
Tournament_Size_1+PartiallyMappedCrossover+ReversalMutation+FullGenReplacement+P200;Tournament_Size_1;PartiallyMappedCrossover;ReversalMutation;FullGenReplacement;200;2000;3;0,63;9
Tournament_Size_1+PartiallyMappedCrossover+ReversalMutation+FullGenReplacement+P200;Tournament_Size_1;PartiallyMappedCrossover;ReversalMutation;FullGenReplacement;200;2000;4;0,40;5
Tournament_Size_1+PartiallyMappedCrossover+ReversalMutation+SteadyStateSurvivorSelection+P200;Tournament_Size_1;PartiallyMappedCrossover;ReversalMutation;SteadyStateSurvivorSelection;200;2000;1;1,10;9
Tournament_Size_1+PartiallyMappedCrossover+ReversalMutation+SteadyStateSurvivorSelection+P200;Tournament_Size_1;PartiallyMappedCrossover;ReversalMutation;SteadyStateSurvivorSelection;200;2000;2;0,84;10
Tournament_Size_1+PartiallyMappedCrossover+ReversalMutation+SteadyStateSurvivorSelection+P200;Tournament_Size_1;PartiallyMappedCrossover;ReversalMutation;SteadyStateSurvivorSelection;200;2000;3;0,99;9
Tournament_Size_1+PartiallyMappedCrossover+ReversalMutation+SteadyStateSurvivorSelection+P200;Tournament_Size_1;PartiallyMappedCrossover;ReversalMutation;SteadyStateSurvivorSelection;200;2000;4;0,93;8
Tournament_Size_1+OrderCrossover+SwapMutation+FullGenReplacement+P200;Tournament_Size_1;OrderCrossover;SwapMutation;FullGenReplacement;200;2000;1;0,41;4
Tournament_Size_1+OrderCrossover+SwapMutation+FullGenReplacement+P200;Tournament_Size_1;OrderCrossover;SwapMutation;FullGenReplacement;200;2000;2;0,37;11
Tournament_Size_1+OrderCrossover+SwapMutation+FullGenReplacement+P200;Tournament_Size_1;OrderCrossover;SwapMutation;FullGenReplacement;200;2000;3;0,63;7
Tournament_Size_1+OrderCrossover+SwapMutation+FullGenReplacement+P200;Tournament_Size_1;OrderCrossover;SwapMutation;FullGenReplacement;200;2000;4;0,44;4
Tournament_Size_1+OrderCrossover+SwapMutation+SteadyStateSurvivorSelection+P200;Tournament_Size_1;OrderCrossover;SwapMutation;SteadyStateSurvivorSelection;200;2000;1;1,20;9
Tournament_Size_1+OrderCrossover+SwapMutation+SteadyStateSurvivorSelection+P200;Tournament_Size_1;OrderCrossover;SwapMutation;SteadyStateSurvivorSelection;200;2000;2;1,25;9
Tournament_Size_1+OrderCrossover+SwapMutation+SteadyStateSurvivorSelection+P200;Tournament_Size_1;OrderCrossover;SwapMutation;SteadyStateSurvivorSelection;200;2000;3;0,94;15
Tournament_Size_1+OrderCrossover+SwapMutation+SteadyStateSurvivorSelection+P200;Tournament_Size_1;OrderCrossover;SwapMutation;SteadyStateSurvivorSelection;200;2000;4;1,19;17
Tournament_Size_1+OrderCrossover+ReversalMutation+FullGenReplacement+P200;Tournament_Size_1;OrderCrossover;ReversalMutation;FullGenReplacement;200;2000;1;0,35;4
Tournament_Size_1+OrderCrossover+ReversalMutation+FullGenReplacement+P200;Tournament_Size_1;OrderCrossover;ReversalMutation;FullGenReplacement;200;2000;2;0,30;5
Tournament_Size_1+OrderCrossover+ReversalMutation+FullGenReplacement+P200;Tournament_Size_1;OrderCrossover;ReversalMutation;FullGenReplacement;200;2000;3;0,34;6
Tournament_Size_1+OrderCrossover+ReversalMutation+FullGenReplacement+P200;Tournament_Size_1;OrderCrossover;ReversalMutation;FullGenReplacement;200;2000;4;0,48;7
Tournament_Size_1+OrderCrossover+ReversalMutation+SteadyStateSurvivorSelection+P200;Tournament_Size_1;OrderCrossover;ReversalMutation;SteadyStateSurvivorSelection;200;2000;1;1,12;16
Tournament_Size_1+OrderCrossover+ReversalMutation+SteadyStateSurvivorSelection+P200;Tournament_Size_1;OrderCrossover;ReversalMutation;SteadyStateSurvivorSelection;200;2000;2;0,88;15
Tournament_Size_1+OrderCrossover+ReversalMutation+SteadyStateSurvivorSelection+P200;Tournament_Size_1;OrderCrossover;ReversalMutation;SteadyStateSurvivorSelection;200;2000;3;1,10;14
Tournament_Size_1+OrderCrossover+ReversalMutation+SteadyStateSurvivorSelection+P200;Tournament_Size_1;OrderCrossover;ReversalMutation;SteadyStateSurvivorSelection;200;2000;4;0,88;10
Tournament_Size_1+PartiallyMappedCrossover+SwapMutation+FullGenReplacement+P200;Tournament_Size_1;PartiallyMappedCrossover;SwapMutation;FullGenReplacement;200;2000;1;0,55;5
Tournament_Size_1+PartiallyMappedCrossover+SwapMutation+FullGenReplacement+P200;Tournament_Size_1;PartiallyMappedCrossover;SwapMutation;FullGenReplacement;200;2000;2;0,43;6
Tournament_Size_1+PartiallyMappedCrossover+SwapMutation+FullGenReplacement+P200;Tournament_Size_1;PartiallyMappedCrossover;SwapMutation;FullGenReplacement;200;2000;3;0,32;4
Tournament_Size_1+PartiallyMappedCrossover+SwapMutation+FullGenReplacement+P200;Tournament_Size_1;PartiallyMappedCrossover;SwapMutation;FullGenReplacement;200;2000;4;0,36;7
Tournament_Size_1+PartiallyMappedCrossover+SwapMutation+SteadyStateSurvivorSelection+P200;Tournament_Size_1;PartiallyMappedCrossover;SwapMutation;SteadyStateSurvivorSelection;200;2000;1;1,06;10
Tournament_Size_1+PartiallyMappedCrossover+SwapMutation+SteadyStateSurvivorSelection+P200;Tournament_Size_1;PartiallyMappedCrossover;SwapMutation;SteadyStateSurvivorSelection;200;2000;2;1,00;12
Tournament_Size_1+PartiallyMappedCrossover+SwapMutation+SteadyStateSurvivorSelection+P200;Tournament_Size_1;PartiallyMappedCrossover;SwapMutation;SteadyStateSurvivorSelection;200;2000;3;1,00;9
Tournament_Size_1+PartiallyMappedCrossover+SwapMutation+SteadyStateSurvivorSelection+P200;Tournament_Size_1;PartiallyMappedCrossover;SwapMutation;SteadyStateSurvivorSelection;200;2000;4;1,12;26
Tournament_Size_1+PartiallyMappedCrossover+ReversalMutation+FullGenReplacement+P200;Tournament_Size_1;PartiallyMappedCrossover;ReversalMutation;FullGenReplacement;200;2000;1;0,66;8
Tournament_Size_1+PartiallyMappedCrossover+ReversalMutation+FullGenReplacement+P200;Tournament_Size_1;PartiallyMappedCrossover;ReversalMutation;FullGenReplacement;200;2000;2;0,40;9
Tournament_Size_1+PartiallyMappedCrossover+ReversalMutation+FullGenReplacement+P200;Tournament_Size_1;PartiallyMappedCrossover;ReversalMutation;FullGenReplacement;200;2000;3;0,41;7
Tournament_Size_1+PartiallyMappedCrossover+ReversalMutation+FullGenReplacement+P200;Tournament_Size_1;PartiallyMappedCrossover;ReversalMutation;FullGenReplacement;200;2000;4;0,53;13
Tournament_Size_1+PartiallyMappedCrossover+ReversalMutation+SteadyStateSurvivorSelection+P200;Tournament_Size_1;PartiallyMappedCrossover;ReversalMutation;SteadyStateSurvivorSelection;200;2000;1;1,01;21
Tournament_Size_1+PartiallyMappedCrossover+ReversalMutation+SteadyStateSurvivorSelection+P200;Tournament_Size_1;PartiallyMappedCrossover;ReversalMutation;SteadyStateSurvivorSelection;200;2000;2;1,30;19
Tournament_Size_1+PartiallyMappedCrossover+ReversalMutation+SteadyStateSurvivorSelection+P200;Tournament_Size_1;PartiallyMappedCrossover;ReversalMutation;SteadyStateSurvivorSelection;200;2000;3;1,19;13
Tournament_Size_1+PartiallyMappedCrossover+ReversalMutation+SteadyStateSurvivorSelection+P200;Tournament_Size_1;PartiallyMappedCrossover;ReversalMutation;SteadyStateSurvivorSelection;200;2000;4;1,19;21


;=== RESUMEN ESTADISTICO POR CONFIGURACION ===;
ConfigID;Promedio Fitness;Desviacion Estandar;Mejor Historico;Tiempo Promedio MS
Roulette+OrderCrossover+SwapMutation+FullGenReplacement+P100;0,35;0,04;0,32;14
Roulette+OrderCrossover+SwapMutation+SteadyStateSurvivorSelection+P100;1,05;0,13;0,90;6
Roulette+OrderCrossover+ReversalMutation+FullGenReplacement+P100;0,46;0,12;0,31;4
Roulette+OrderCrossover+ReversalMutation+SteadyStateSurvivorSelection+P100;1,00;0,20;0,79;6
Roulette+PartiallyMappedCrossover+SwapMutation+FullGenReplacement+P100;0,41;0,11;0,24;10
Roulette+PartiallyMappedCrossover+SwapMutation+SteadyStateSurvivorSelection+P100;1,00;0,08;0,91;8
Roulette+PartiallyMappedCrossover+ReversalMutation+FullGenReplacement+P100;0,38;0,03;0,33;4
Roulette+PartiallyMappedCrossover+ReversalMutation+SteadyStateSurvivorSelection+P100;0,83;0,04;0,78;6
Tournament_Size_3+OrderCrossover+SwapMutation+FullGenReplacement+P100;0,40;0,03;0,35;2
Tournament_Size_1+OrderCrossover+SwapMutation+SteadyStateSurvivorSelection+P100;0,89;0,16;0,74;5
Tournament_Size_1+OrderCrossover+ReversalMutation+FullGenReplacement+P100;0,31;0,01;0,29;3
Tournament_Size_1+OrderCrossover+ReversalMutation+SteadyStateSurvivorSelection+P100;1,02;0,17;0,76;7
Tournament_Size_1+PartiallyMappedCrossover+SwapMutation+FullGenReplacement+P100;0,45;0,02;0,43;3
Tournament_Size_1+PartiallyMappedCrossover+SwapMutation+SteadyStateSurvivorSelection+P100;0,87;0,09;0,78;6
Tournament_Size_1+PartiallyMappedCrossover+ReversalMutation+FullGenReplacement+P100;0,33;0,07;0,25;3
Tournament_Size_1+PartiallyMappedCrossover+ReversalMutation+SteadyStateSurvivorSelection+P100;0,94;0,22;0,78;6
Tournament_Size_10+OrderCrossover+SwapMutation+FullGenReplacement+P100;0,44;0,14;0,28;2
Tournament_Size_25+OrderCrossover+SwapMutation+FullGenReplacement+P100;0,51;0,09;0,42;2
Roulette+OrderCrossover+SwapMutation+FullGenReplacement+P200;0,38;0,09;0,29;8
Roulette+OrderCrossover+SwapMutation+SteadyStateSurvivorSelection+P200;1,09;0,32;0,80;14
Roulette+OrderCrossover+ReversalMutation+FullGenReplacement+P200;0,42;0,08;0,35;8
Roulette+OrderCrossover+ReversalMutation+SteadyStateSurvivorSelection+P200;1,19;0,16;1,02;17
Roulette+PartiallyMappedCrossover+SwapMutation+FullGenReplacement+P200;0,37;0,02;0,34;10
Roulette+PartiallyMappedCrossover+SwapMutation+SteadyStateSurvivorSelection+P200;1,17;0,08;1,06;12
Roulette+PartiallyMappedCrossover+ReversalMutation+FullGenReplacement+P200;0,49;0,10;0,34;9
Roulette+PartiallyMappedCrossover+ReversalMutation+SteadyStateSurvivorSelection+P200;1,07;0,11;0,95;20
Tournament_Size_1+OrderCrossover+SwapMutation+FullGenReplacement+P200;0,46;0,10;0,37;6
Tournament_Size_1+OrderCrossover+SwapMutation+SteadyStateSurvivorSelection+P200;1,15;0,12;0,94;12
Tournament_Size_1+OrderCrossover+ReversalMutation+FullGenReplacement+P200;0,37;0,07;0,30;5
Tournament_Size_1+OrderCrossover+ReversalMutation+SteadyStateSurvivorSelection+P200;1,00;0,11;0,88;13
Tournament_Size_1+PartiallyMappedCrossover+SwapMutation+FullGenReplacement+P200;0,41;0,09;0,32;5
Tournament_Size_1+PartiallyMappedCrossover+SwapMutation+SteadyStateSurvivorSelection+P200;1,05;0,05;1,00;14
Tournament_Size_1+PartiallyMappedCrossover+ReversalMutation+FullGenReplacement+P200;0,50;0,11;0,40;9
Tournament_Size_1+PartiallyMappedCrossover+ReversalMutation+SteadyStateSurvivorSelection+P200;1,17;0,10;1,01;18
